token,tag,label,correction
b,X,0,_
),PUNCT,0,_
Materi,PROPN,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
(,PUNCT,0,_
c,X,0,_
),PUNCT,0,_
Pembelajaran,PROPN,0,_
.,PUNCT,0,_
Terdapat,VERB,0,_
empat,NUM,0,_
jenis,NOUN,0,_
trasnformasi,X,1,transformasi
geometri,X,0,_
",",PUNCT,0,_
yakni,AUX,0,_
:,PUNCT,0,_
translasi,X,0,_
",",PUNCT,0,_
refleksi,NOUN,0,_
",",PUNCT,0,_
rotasi,NOUN,0,_
dan,CCONJ,0,_
dilatasi,X,0,_
.,PUNCT,0,_
Translasi,PROPN,0,_
merupakan,VERB,0,_
pereseran,X,1,pergeseran
atau,CCONJ,0,_
pemindahan,NOUN,0,_
semua,DET,0,_
titik,NOUN,0,_
pada,ADP,0,_
bidang,NOUN,0,_
geomekri,X,1,geometri
sejauh,X,0,_
dan,CCONJ,0,_
arah,NOUN,0,_
yang,SCONJ,0,_
sama,ADJ,0,_
.,PUNCT,0,_
Refleksi,NOUN,0,_
merupakan,VERB,0,_
transformasi,NOUN,0,_
geometri,X,0,_
berupa,VERB,0,_
pergeseran,NOUN,0,_
atau,CCONJ,0,_
pemindahann,X,1,pemindahan
semua,DET,0,_
titik,NOUN,0,_
pdaa,X,1,pada
bidang,NOUN,0,_
geometri,X,0,_
ke,ADP,0,_
arah,NOUN,0,_
sebuah,DET,0,_
garis,NOUN,0,_
atau,CCONJ,0,_
cermin,NOUN,0,_
dengan,ADP,0,_
jarak,ADJ,0,_
sama,ADJ,0,_
dengan,ADP,0,_
dua,NUM,0,_
kali,NOUN,0,_
jarak,ADJ,0,_
titik,NOUN,0,_
ke,ADP,0,_
cermin,NOUN,0,_
.,PUNCT,0,_
Rotasi,NOUN,0,_
adalah,AUX,0,_
perubahan,NOUN,0,_
kedudukan,NOUN,0,_
atau,CCONJ,0,_
posisi,NOUN,0,_
objek,NOUN,0,_
dengan,ADP,0,_
cara,NOUN,0,_
diputar,VERB,0,_
terhadap,ADP,0,_
sumbu,X,0,_
perputarab,X,1,perputaran
dan,CCONJ,0,_
sudut,NOUN,0,_
tertentu,ADJ,0,_
.,PUNCT,0,_
Dilatasi,PROPN,0,_
adalah,AUX,0,_
transformasi,NOUN,0,_
yang,SCONJ,0,_
mengubah,VERB,0,_
ukuran,NOUN,0,_
berupa,VERB,0,_
pebresaran,X,1,perbesaran
atau,CCONJ,0,_
oengecilan,X,1,pengecilan
dari,ADP,0,_
sebuah,DET,0,_
bangun,VERB,0,_
geometri,X,0,_
.,PUNCT,0,_
Beberapa,DET,0,_
hasil,NOUN,0,_
penelitian,X,0,_
yag,X,1,yang
ada,VERB,0,_
menunjukkan,VERB,0,_
bahwa,SCONJ,0,_
penggunaan,NOUN,0,_
pendakatan,X,1,pendekatan
Pendidikan,PROPN,0,_
Matematika,PROPN,0,_
Realistik,PROPN,0,_
(,PUNCT,0,_
PMR,PROPN,0,_
),PUNCT,0,_
yang,SCONJ,0,_
dipadukan,VERB,0,_
dengan,ADP,0,_
pemanfaatan,NOUN,0,_
media,NOUN,0,_
interaktif,X,0,_
valid,X,0,_
dan,CCONJ,0,_
praktis,ADJ,0,_
dalam,ADP,0,_
menigkatkan,X,1,meningkatkan
hasil,NOUN,0,_
dan,CCONJ,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
.,PUNCT,0,_
Proses,NOUN,0,_
pengembangan,NOUN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
bernasis,X,1,berbasis
pendekatan,X,0,_
matematika,NOUN,0,_
realistik,X,0,_
dilakukan,VERB,0,_
dengan,ADP,0,_
model,NOUN,0,_
penelitian,X,0,_
pengembangan,NOUN,0,_
Analysis,PROPN,0,_
",",PUNCT,0,_
Design,PROPN,0,_
",",PUNCT,0,_
Development,PROPN,0,_
",",PUNCT,0,_
Implementation,PROPN,0,_
",",PUNCT,0,_
Evaluation,PROPN,0,_
(,PUNCT,0,_
ADDIE,PROPN,0,_
),PUNCT,0,_
.,PUNCT,0,_
Validasi,PROPN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
mengukur,VERB,0,_
kesusuaiann,X,1,kesesuaian
atau,CCONJ,0,_
kelayakan,NOUN,0,_
dari,ADP,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
dan,CCONJ,0,_
perangkat,NOUN,0,_
pembelajaran,X,0,_
pendukungnya,_,0,_
(,PUNCT,0,_
RPP,PROPN,0,_
dan,CCONJ,0,_
angket,NOUN,0,_
respon,X,0,_
),PUNCT,0,_
.,PUNCT,0,_
Praktisitas,PROPN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
menggukur,X,1,mengukur
tingkat,NOUN,0,_
kepraktisan,NOUN,0,_
(,PUNCT,0,_
kemudahan,NOUN,0,_
),PUNCT,0,_
penggunaan,NOUN,0,_
bahan,NOUN,0,_
ajar,VERB,0,_
interaktif,X,0,_
pada,ADP,0,_
proses,NOUN,0,_
pembelajaran,X,0,_
.,PUNCT,0,_
Songket,PROPN,0,_
Palembang,PROPN,0,_
adalah,AUX,0,_
kain,NOUN,0,_
yang,SCONJ,0,_
ditenun,VERB,0,_
dengan,ADP,0,_
menggunakan,VERB,0,_
bernang,X,1,benang
emas,NOUN,0,_
atau,CCONJ,0,_
benang,NOUN,0,_
perak,NOUN,0,_
yang,SCONJ,0,_
dihasilkan,VERB,0,_
dari,ADP,0,_
daerah-daerah,NOUN,0,_
tertentu,ADJ,0,_
saja,ADV,0,_
",",PUNCT,0,_
salah,ADJ,0,_
satunya,X,0,_
yakni,AUX,0,_
Kabypaten,PROPN,1,kabupaten
Ogan,PROPN,0,_
Ilir,PROPN,0,_
.,PUNCT,0,_
Tenun,VERB,0,_
Songkwt,PROPN,1,songket
Palembang,PROPN,0,_
kekhususan,NOUN,0,_
yakni,AUX,0,_
corak,NOUN,0,_
ragam,NOUN,0,_
hias,VERB,0,_
kain,NOUN,0,_
tenun,VERB,0,_
songket,X,0,_
sebagian,X,0,_
besar,ADJ,0,_
dipengaruhi,VERB,0,_
oleh,ADP,0,_
budaya,NOUN,0,_
dari,ADP,0,_
negara,NOUN,0,_
China,PROPN,0,_
dan,CCONJ,0,_
India,PROPN,0,_
",",PUNCT,0,_
serta,CCONJ,0,_
budaya,NOUN,0,_
Hindu,PROPN,0,_
",",PUNCT,0,_
Budha,PROPN,0,_
",",PUNCT,0,_
dan,CCONJ,0,_
Islam,PROPN,0,_
.,PUNCT,0,_
Proses,NOUN,0,_
asimilasi,X,0,_
budaya,NOUN,0,_
yang,SCONJ,0,_
terjadi,VERB,0,_
dalam,ADP,0,_
songket,X,0,_
membuat,VERB,0,_
songket,X,0,_
memiliki,VERB,0,_
nilai,NOUN,0,_
sjerah,X,1,sejarah
dan,CCONJ,0,_
budaya,NOUN,0,_
yang,SCONJ,0,_
tinggi,ADJ,0,_
sehingga,SCONJ,0,_
bernilai,VERB,0,_
ekonomi,NOUN,0,_
yang,SCONJ,0,_
tinggi,ADJ,0,_
pyla,X,1,pula
.,PUNCT,0,_
Berdasarkan,VERB,0,_
data,NOUN,0,_
badan,NOUN,0,_
pusat,NOUN,0,_
statisitik,X,1,statistik
(,PUNCT,0,_
BPS,PROPN,0,_
),PUNCT,0,_
Kabupaten,PROPN,0,_
Ogan,PROPN,0,_
Ilir,PROPN,0,_
",",PUNCT,0,_
sektor,NOUN,0,_
undustri,X,1,industri
olahan,NOUN,0,_
memberikan,VERB,0,_
kontribusi,NOUN,0,_
sebesar,X,0,_
"11,52",NUM,0,_
persen,NOUN,0,_
dari,ADP,0,_
Produk,PROPN,0,_
Domestik,PROPN,0,_
Regional,PROPN,0,_
Bruto,PROPN,0,_
(,PUNCT,0,_
PDRB,PROPN,0,_
),PUNCT,0,_
Kabupaten,PROPN,0,_
Ogan,PROPN,0,_
Ilir,PROPN,0,_
.,PUNCT,0,_
Data,NOUN,0,_
BPS,PROPN,0,_
lain,ADJ,0,_
menunjukkan,VERB,0,_
rringkat,X,1,tingkat
kemsikinan,X,1,kemiskinan
pekerja,NOUN,0,_
di,ADP,0,_
sekotr,X,1,sektor
oalahan,X,1,olahan
yang,SCONJ,0,_
tinggi,ADJ,0,_
di,ADP,0,_
Kabupaten,PROPN,0,_
Ogan,PROPN,0,_
Ilir,PROPN,0,_
yang,SCONJ,0,_
berkebalikan,X,0,_
denga,X,1,dengan
data,NOUN,0,_
kontrisubi,X,1,kontribusi
PDRB,PROPN,0,_
.,PUNCT,0,_
Berdasarkan,VERB,0,_
data,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
",",PUNCT,0,_
kemiskinan,NOUN,0,_
masih,ADV,0,_
mejadi,X,1,menjadi
salsah,X,1,salah
satu,NUM,0,_
masalah,NOUN,0,_
di,ADP,0,_
Kabupaten,PROPN,0,_
Ogan,PROPN,0,_
Ilir,PROPN,0,_
.,PUNCT,0,_
Salah,ADJ,0,_
satu,NUM,0,_
upaya,NOUN,0,_
yang,SCONJ,0,_
dapat,AUX,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
menekan,VERB,0,_
angka,NOUN,0,_
kemiskinan,NOUN,0,_
yaitu,AUX,0,_
dengan,ADP,0,_
meningkatkan,VERB,0,_
produktivitas,NOUN,0,_
pengerajin,X,1,pengrajin
songket,X,0,_
.,PUNCT,0,_
Peningkatan,NOUN,0,_
produktivitas,NOUN,0,_
pengrajin,NOUN,0,_
songket,X,0,_
dapat,AUX,0,_
dioptimalkan,VERB,0,_
dengan,ADP,0,_
pengoptimalan,X,0,_
faktor-faktor,NOUN,0,_
yang,SCONJ,0,_
berpengarh,X,1,berpengaruh
terhadap,ADP,0,_
produktivitas,NOUN,0,_
itu,DET,0,_
sendiri,ADJ,0,_
.,PUNCT,0,_
Statistik,NOUN,0,_
deskriptif,X,0,_
adalah,AUX,0,_
pengolahan,NOUN,0,_
data,NOUN,0,_
dengan,ADP,0,_
tujuan,NOUN,0,_
mendeskripikan,X,1,mendeskripsikan
atau,CCONJ,0,_
memberi,VERB,0,_
gambaran,NOUN,0,_
terhadap,ADP,0,_
objek,NOUN,0,_
yang,SCONJ,0,_
diteliti,X,0,_
melalui,VERB,0,_
data,NOUN,0,_
sampel,NOUN,0,_
atau,CCONJ,0,_
poplasi,X,1,populasi
.,PUNCT,0,_
data,NOUN,0,_
yang,SCONJ,0,_
diolah,VERB,0,_
dalam,ADP,0,_
statistik,NOUN,0,_
deskriptif,X,0,_
berupa,VERB,0,_
satu,NUM,0,_
varibael,X,1,variabel
saja,ADV,0,_
dan,CCONJ,0,_
dihasilkan,VERB,0,_
dalam,ADP,0,_
tabel,NOUN,0,_
",",PUNCT,0,_
grafik,X,0,_
",",PUNCT,0,_
maupun,CCONJ,0,_
diagram,NOUN,0,_
.,PUNCT,0,_
Statistik,NOUN,0,_
deskriptiff,X,1,deskriptif
juga,ADV,0,_
disebut,VERB,0,_
dengan,ADP,0,_
analisis,NOUN,0,_
univatiat,X,1,univariat
",",PUNCT,0,_
yakni,AUX,0,_
sebuah,DET,0,_
teknik,NOUN,0,_
analisis,NOUN,0,_
data,NOUN,0,_
terhadap,ADP,0,_
satu,NUM,0,_
variabel,NOUN,0,_
secara,ADP,0,_
mandiri,ADJ,0,_
",",PUNCT,0,_
tiap,DET,0,_
variabel,NOUN,0,_
dianalisis,X,0,_
tanpa,ADP,0,_
dikaitkan,VERB,0,_
dengan,ADP,0,_
variabel,NOUN,0,_
lainnya,_,0,_
untuk,SCONJ,0,_
menggambarkan,VERB,0,_
variabel,NOUN,0,_
yang,SCONJ,0,_
dikaji,VERB,0,_
.,PUNCT,0,_
Analisis,NOUN,0,_
bivariat,X,0,_
adalah,AUX,0,_
analisis,NOUN,0,_
secara,ADP,0,_
simultna,X,1,simultan
dari,ADP,0,_
dua,NUM,0,_
variabel,NOUN,0,_
untuk,SCONJ,0,_
melihat,VERB,0,_
apakah,_,0,_
antara,ADP,0,_
kedua,X,0,_
variabel,NOUN,0,_
saling,ADV,0,_
terkiat,X,1,terkait
.,PUNCT,0,_
Penelitian,PROPN,0,_
terhadap,ADP,0,_
dua,NUM,0,_
variabel,NOUN,0,_
biasanya,ADV,0,_
mempunyai,X,0,_
tujuan,NOUN,0,_
untuk,SCONJ,0,_
mendeskripsikan,VERB,0,_
distribsiu,X,1,distribusi
data,NOUN,0,_
",",PUNCT,0,_
menguji,VERB,0,_
perbedaan,X,0,_
dan,CCONJ,0,_
mengukur,VERB,0,_
hubungan,NOUN,0,_
antara,ADP,0,_
dua,NUM,0,_
variabel,NOUN,0,_
yang,SCONJ,0,_
diteliti,X,0,_
.,PUNCT,0,_
Ci-square,VERB,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
menguku,VERB,1,mengukur
hubungan,NOUN,0,_
antara,ADP,0,_
dua,NUM,0,_
variabel,NOUN,0,_
.,PUNCT,0,_
Uji,NOUN,0,_
chi,X,0,_
square,X,0,_
merupakan,VERB,0,_
salah,ADJ,0,_
satu,NUM,0,_
uji,VERB,0,_
komparatrif,X,1,komparatif
non,X,0,_
parametrik,X,0,_
dengan,ADP,0,_
jumlah,NOUN,0,_
kategori,NOUN,0,_
yang,SCONJ,0,_
diujikan,VERB,0,_
dapat,AUX,0,_
lebih,ADJ,0,_
dari,ADP,0,_
dua,NUM,0,_
klasifikasi,NOUN,0,_
.,PUNCT,0,_
Uji,NOUN,0,_
chi,X,0,_
square,X,0,_
dapat,AUX,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
menguji,VERB,0,_
apakah,_,0,_
terdapat,VERB,0,_
perbedan,X,1,perbedaan
yang,SCONJ,0,_
signifikan,ADJ,0,_
antara,ADP,0,_
frekuensi,NOUN,0,_
hasil,NOUN,0,_
observasi,NOUN,0,_
dengan,ADP,0,_
frekeunsi,X,1,frekuensi
yang,SCONJ,0,_
diharapkan,VERB,0,_
.,PUNCT,0,_
Analisis,NOUN,0,_
rehresi,X,1,regresi
merupakan,VERB,0,_
pengukur,NOUN,0,_
hubungan,NOUN,0,_
antara,ADP,0,_
dua,NUM,0,_
variabel,NOUN,0,_
atau,CCONJ,0,_
lebih,ADJ,0,_
yang,SCONJ,0,_
dinyatakan,VERB,0,_
dengan,ADP,0,_
bentuk,NOUN,0,_
hubungan,NOUN,0,_
atau,CCONJ,0,_
fungsi,NOUN,0,_
antara,ADP,0,_
variabel,NOUN,0,_
bebas,ADJ,0,_
dan,CCONJ,0,_
variabel,NOUN,0,_
teriakt,X,1,terikat
.,PUNCT,0,_
Regresi,PROPN,0,_
logistik,X,0,_
adalah,AUX,0,_
sebuah,DET,0,_
analisis,NOUN,0,_
regresi,X,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
mengambarkan,X,1,menggambarkan
hubungan,NOUN,0,_
antara,ADP,0,_
variabel,NOUN,0,_
terikat,VERB,0,_
yang,SCONJ,0,_
berskala,VERB,0,_
nominla,X,1,nominal
atau,CCONJ,0,_
ordinal,X,0,_
dengan,ADP,0,_
2,NUM,0,_
kategori,NOUN,0,_
atau,CCONJ,0,_
lebih,ADJ,0,_
dengan,ADP,0,_
sekumpulan,X,0,_
variabell,X,1,variabel
prediktor,X,0,_
yang,SCONJ,0,_
bersifat,VERB,0,_
kontinu,X,0,_
atau,CCONJ,0,_
kategorik,X,0,_
.,PUNCT,0,_
Berdasarjan,PROPN,1,berdasarkan
variabel,NOUN,0,_
responnya,X,0,_
",",PUNCT,0,_
regresi,X,0,_
logistik,X,0,_
dibedakan,VERB,0,_
menjadi,VERB,0,_
dua,NUM,0,_
yaitu,AUX,0,_
regresi,X,0,_
logistik,X,0,_
biner,X,0,_
dan,CCONJ,0,_
regresi,X,0,_
logistik,X,0,_
multinomial,X,0,_
.,PUNCT,0,_
Metode,NOUN,0,_
maximum,X,0,_
likelihood,X,0,_
estimation,X,0,_
(,PUNCT,0,_
MLE,PROPN,0,_
),PUNCT,0,_
dapat,AUX,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
memperoleh,X,0,_
pendugaan,NOUN,0,_
dari,ADP,0,_
parameter,NOUN,0,_
regresi,X,0,_
logitsik,X,1,logistik
.,PUNCT,0,_
Uji,NOUN,0,_
kebaikan,NOUN,0,_
model,NOUN,0,_
pada,ADP,0,_
regresi,X,0,_
logistik,X,0,_
berguna,VERB,0,_
untuk,SCONJ,0,_
menguji,VERB,0,_
kellayakan,X,1,kelayakan
dari,ADP,0,_
model,NOUN,0,_
digunakan,VERB,0,_
.,PUNCT,0,_
Menurut,VERB,0,_
Hosmer,PROPN,0,_
and,X,0,_
Lemeshow,PROPN,0,_
(,PUNCT,0,_
2000,NUM,0,_
),PUNCT,0,_
",",PUNCT,0,_
terdapat,VERB,0,_
dua,NUM,0,_
cara,NOUN,0,_
untuk,SCONJ,0,_
menguji,VERB,0,_
keberarrtian,X,1,keberartian
model,NOUN,0,_
regresi,X,0,_
logistik,X,0,_
yaitu,AUX,0,_
pengujian,NOUN,0,_
model,NOUN,0,_
secara,ADP,0,_
simultann,X,1,simultan
dan,CCONJ,0,_
pengujian,NOUN,0,_
secara,ADP,0,_
parsial,ADJ,0,_
.,PUNCT,0,_
Proses,NOUN,0,_
pengujian,NOUN,0,_
keberartian,NOUN,0,_
model,NOUN,0,_
dilakukan,VERB,0,_
untuk,SCONJ,0,_
menguji,VERB,0,_
apakha,X,1,apakah
model,NOUN,0,_
yang,SCONJ,0,_
terbentuk,X,0,_
sesuai,ADJ,0,_
dengan,ADP,0,_
data,NOUN,0,_
amatan,X,0,_
.,PUNCT,0,_
Selan,NOUN,1,selain
itu,DET,0,_
",",PUNCT,0,_
pengujian,NOUN,0,_
juga,ADV,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
mengevaluasi,VERB,0,_
pengaruh,NOUN,0,_
variabel,NOUN,0,_
bebas,ADJ,0,_
terhadap,ADP,0,_
variabel,NOUN,0,_
respon,X,0,_
serta,CCONJ,0,_
menggambarkan,VERB,0,_
hubungan,NOUN,0,_
dan,CCONJ,0,_
interaksi,NOUN,0,_
yang,SCONJ,0,_
terjadi,VERB,0,_
terhadap,ADP,0,_
variabel,NOUN,0,_
respon,X,0,_
.,PUNCT,0,_
Prosedur,NOUN,0,_
uji,VERB,0,_
perbandingan,NOUN,0,_
kemungkinan,X,0,_
(,PUNCT,0,_
likelihood-ratio,X,0,_
test,X,0,_
),PUNCT,0,_
digunakan,VERB,0,_
untuk,SCONJ,0,_
menguji,VERB,0,_
keberartian,NOUN,0,_
model,NOUN,0,_
rekresi,X,1,regresi
logistik,X,0,_
.,PUNCT,0,_
Pengujian,NOUN,0,_
secara,ADP,0,_
siamultan,X,1,simultan
dilakukan,VERB,0,_
untuk,SCONJ,0,_
menetahui,X,1,mengetahui
pengaruh,NOUN,0,_
semua,DET,0,_
variabel,NOUN,0,_
bebas,ADJ,0,_
yang,SCONJ,0,_
terdapat,VERB,0,_
dalam,ADP,0,_
model,NOUN,0,_
secara,ADP,0,_
bersama-sama,ADP,0,_
(,PUNCT,0,_
simultan,X,0,_
),PUNCT,0,_
terhadap,ADP,0,_
variabel,NOUN,0,_
terikat,VERB,0,_
.,PUNCT,0,_
Metode,NOUN,0,_
backward,X,0,_
(,PUNCT,0,_
eliminasi,NOUN,0,_
mundur,VERB,0,_
),PUNCT,0,_
dimulai,VERB,0,_
dengan,ADP,0,_
meninput,X,1,menginput
seluruh,DET,0,_
variabel,NOUN,0,_
bebas,ADJ,0,_
ke,ADP,0,_
dalam,ADP,0,_
model,NOUN,0,_
kemudian,ADV,0,_
mengisihkan,X,1,menyisihkan
satu,NUM,0,_
demi,ADP,0,_
satu,NUM,0,_
sampai,ADP,0,_
variabel,NOUN,0,_
yang,SCONJ,0,_
tidak,PART,0,_
memenuhi,VERB,0,_
kriteria,NOUN,0,_
keluar,VERB,0,_
dari,ADP,0,_
model,NOUN,0,_
.,PUNCT,0,_
Odds,PROPN,0,_
ratio,X,0,_
merupakan,VERB,0,_
ukuran,NOUN,0,_
yang,SCONJ,0,_
menunjukan,X,1,menunjukkan
rasio,NOUN,0,_
untuk,SCONJ,0,_
mengalami,VERB,0,_
kejadian,NOUN,0,_
tertentu,ADJ,0,_
antara,ADP,0,_
sebuah,DET,0,_
bagian,NOUN,0,_
populasi,NOUN,0,_
dengan,ADP,0,_
ciri,NOUN,0,_
terttentu,X,1,tertentu
dan,CCONJ,0,_
bagian,NOUN,0,_
populasi,NOUN,0,_
yang,SCONJ,0,_
lain,ADJ,0,_
tidak,PART,0,_
memiliki,VERB,0,_
ciri,NOUN,0,_
tertentu,ADJ,0,_
tersebut,VERB,0,_
.,PUNCT,0,_
Tenun,VERB,0,_
songket,X,0,_
Palembang,PROPN,0,_
merupakan,VERB,0,_
warisan,NOUN,0,_
tradii,X,1,tradisi
yang,SCONJ,0,_
dikenal,VERB,0,_
sejak,SCONJ,0,_
zaman,NOUN,0,_
Kerajaan,PROPN,0,_
Sriwijaya,PROPN,0,_
yang,SCONJ,0,_
umumnya,ADV,0,_
disongket,X,0,_
oleh,ADP,0,_
perempun,_,1,perempuan
.,PUNCT,0,_
Tenun,VERB,0,_
songket,X,0,_
terbuat,VERB,0,_
dari,ADP,0,_
serat,NOUN,0,_
bahan,NOUN,0,_
alam,NOUN,0,_
(,PUNCT,0,_
katun,NOUN,0,_
atau,CCONJ,0,_
sutera,X,0,_
),PUNCT,0,_
yang,SCONJ,0,_
ditenun,VERB,0,_
dan,CCONJ,0,_
dipadukan,VERB,0,_
dengan,ADP,0,_
benan,X,1,benang
emas,NOUN,0,_
sebagai,ADP,0,_
coraknya,_,0,_
.,PUNCT,0,_
Benang,NOUN,0,_
emas,NOUN,0,_
yang,SCONJ,0,_
ada,VERB,0,_
oada,X,1,pada
kain,NOUN,0,_
songket,X,0,_
menjadikan,VERB,0,_
songket,X,0,_
sebagai,ADP,0,_
kain,NOUN,0,_
yang,SCONJ,0,_
mewah,ADJ,0,_
dan,CCONJ,0,_
memberikan,VERB,0,_
status,NOUN,0,_
sosial,NOUN,0,_
tersendiri,ADJ,0,_
bagi,ADP,0,_
penggunanya,_,0,_
.,PUNCT,0,_
Produktivitas,NOUN,0,_
adalah,AUX,0,_
rasio,NOUN,0,_
dari,ADP,0,_
apa,PRON,0,_
yang,SCONJ,0,_
dihasilkan,VERB,0,_
(,PUNCT,0,_
output,X,0,_
),PUNCT,0,_
terhadap,ADP,0,_
keseluruhn,X,1,keseluruhan
sumber,NOUN,0,_
daya,NOUN,0,_
yang,SCONJ,0,_
digunakan,VERB,0,_
(,PUNCT,0,_
input,X,0,_
),PUNCT,0,_
.,PUNCT,0,_
Produktivitas,NOUN,0,_
adalah,AUX,0,_
sikap,NOUN,0,_
menntal,X,1,mental
yang,SCONJ,0,_
selalu,ADV,0,_
mempunyai,X,0,_
pandangan,NOUN,0,_
bahwa,SCONJ,0,_
mutu,NOUN,0,_
kehidupan,NOUN,0,_
hari,NOUN,0,_
ini,DET,0,_
harus,AUX,0,_
lebih,ADJ,0,_
baik,ADJ,0,_
dari,ADP,0,_
hari,NOUN,0,_
kemarin,NOUN,0,_
dan,CCONJ,0,_
mutu,NOUN,0,_
kehidudan,X,1,kehidupan
hari,NOUN,0,_
esok,NOUN,0,_
harus,AUX,0,_
lebih,ADJ,0,_
baik,ADJ,0,_
dari,ADP,0,_
hari,NOUN,0,_
ini,DET,0,_
.,PUNCT,0,_
Produktivitas,NOUN,0,_
adalah,AUX,0,_
interaksi,NOUN,0,_
terpadu,VERB,0,_
antara,ADP,0,_
tiga,NUM,0,_
faktor,NOUN,0,_
ensensial,X,1,esensial
yaitu,AUX,0,_
investasi,NOUN,0,_
",",PUNCT,0,_
manajemen,NOUN,0,_
",",PUNCT,0,_
serta,CCONJ,0,_
tenaga,NOUN,0,_
kerja,VERB,0,_
.,PUNCT,0,_
Efisiensi,NOUN,0,_
merupakan,VERB,0,_
ukuran,NOUN,0,_
yang,SCONJ,0,_
menggambarkan,VERB,0,_
tingkat,NOUN,0,_
pengghematan,X,1,penghematan
dalam,ADP,0,_
menggunakan,VERB,0,_
sunmber,X,1,sumber
daya,NOUN,0,_
.,PUNCT,0,_
Efektivitas,PROPN,0,_
merupakan,VERB,0,_
ukuran,NOUN,0,_
yang,SCONJ,0,_
mengnambarkan,X,1,menggambarkan
seberapa,X,0,_
jauh,ADJ,0,_
target,NOUN,0,_
dapat,AUX,0,_
dicapai,VERB,0,_
.,PUNCT,0,_
Faktor,NOUN,0,_
teknis,ADJ,0,_
adalah,AUX,0,_
faktor,NOUN,0,_
yang,SCONJ,0,_
berhubungan,VERB,0,_
dengan,ADP,0,_
pemakaian,NOUN,0,_
dan,CCONJ,0,_
pemerapan,X,1,penerapan
metode,NOUN,0,_
kerja,VERB,0,_
yang,SCONJ,0,_
lebih,ADJ,0,_
efektif,ADJ,0,_
dan,CCONJ,0,_
efisien,ADJ,0,_
",",PUNCT,0,_
atau,CCONJ,0,_
penggunaan,NOUN,0,_
bahan,NOUN,0,_
baku,ADJ,0,_
yang,SCONJ,0,_
lebih,ADJ,0,_
elonomis,X,1,ekonomis
.,PUNCT,0,_
Metode,NOUN,0,_
backward,X,0,_
memproses,VERB,0,_
keseluruhaan,X,1,keseluruhan
variabel,NOUN,0,_
bebas,ADJ,0,_
kemudian,ADV,0,_
mengeliminasi,VERB,0,_
satu,NUM,0,_
per,ADP,0,_
satu,NUM,0,_
variabnel,X,1,variabel
bebas,ADJ,0,_
sehingga,SCONJ,0,_
diperoleh,X,0,_
variabel,NOUN,0,_
bebas,ADJ,0,_
yang,SCONJ,0,_
signifikan,ADJ,0,_
saja,ADV,0,_
.,PUNCT,0,_
Ikan,NOUN,0,_
bandeng,NOUN,0,_
merupakan,VERB,0,_
salah,ADJ,0,_
satu,NUM,0,_
hasil,NOUN,0,_
budisdaya,X,1,budidaya
ikan,NOUN,0,_
yang,SCONJ,0,_
hidup,VERB,0,_
di,ADP,0,_
air,NOUN,0,_
payau,X,0,_
atau,CCONJ,0,_
ikan,NOUN,0,_
yang,SCONJ,0,_
berasal,VERB,0,_
dari,ADP,0,_
tambak,NOUN,0,_
yang,SCONJ,0,_
mempunyai,X,0,_
prospke,X,1,prospek
cukup,ADV,0,_
baik,ADJ,0,_
untuk,SCONJ,0,_
dikembangkan,VERB,0,_
.,PUNCT,0,_
Ikan,NOUN,0,_
bandeng,NOUN,0,_
merupakan,VERB,0,_
bahan,NOUN,0,_
pangan,NOUN,0,_
yang,SCONJ,0,_
mengandung,VERB,0,_
giiz,X,1,gizi
yang,SCONJ,0,_
cukup,ADV,0,_
dan,CCONJ,0,_
bermanfaat,VERB,0,_
bagi,ADP,0,_
tubuh,NOUN,0,_
.,PUNCT,0,_
Ikan,NOUN,0,_
Bandengh,PROPN,1,bandeng
presto,X,0,_
mudah,ADJ,0,_
mengalami,VERB,0,_
pembusukan,X,0,_
karena,SCONJ,0,_
memiliki,VERB,0,_
kandungan,NOUN,0,_
air,NOUN,0,_
dan,CCONJ,0,_
protein,NOUN,0,_
relatif,ADJ,0,_
tinggi,ADJ,0,_
yang,SCONJ,0,_
sesuai,ADJ,0,_
bagi,ADP,0,_
pertumbuhan,NOUN,0,_
mikrorganisme,X,1,mikroorganisme
terutama,ADJ,0,_
bakteri,NOUN,0,_
dan,CCONJ,0,_
jamur,NOUN,0,_
.,PUNCT,0,_
Pengawetan,PROPN,0,_
bertujuan,VERB,0,_
untuk,SCONJ,0,_
menghambat,VERB,0,_
atau,CCONJ,0,_
menghentikan,VERB,0,_
